RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5348,17079508,Customer_5347,645,France,Female,18,6,83024.23,1,0,0,156171.58,1
5349,12034118,Customer_5348,562,France,Female,28,6,0.0,1,1,0,55546.68,0
5350,17286351,Customer_5349,644,Germany,Female,85,4,228400.0,2,1,1,21895.42,0
5351,19444920,Customer_5350,520,Germany,Female,53,6,138114.71,1,1,1,146321.07,1
5352,10128446,Customer_5351,595,Spain,Male,76,5,39809.25,2,0,0,54570.04,0
5353,10786094,Customer_5352,490,France,Female,84,1,192582.02,1,0,0,109524.15,0
5354,15345749,Customer_5353,453,Germany,Female,73,8,79836.06,2,0,1,27016.65,0
5355,17560900,Customer_5354,454,Germany,Female,68,4,131820.35,1,1,0,117950.82,0
5356,18872904,Customer_5355,589,France,Female,46,1,0.0,2,0,0,14080.01,0
5357,17306331,Customer_5356,770,France,Male,19,5,0.0,1,0,1,111458.68,0
5358,14160890,Customer_5357,660,Spain,Male,23,9,95066.13,2,1,1,168402.12,0
5359,18954729,Customer_5358,765,Spain,Female,48,4,171516.32,2,0,0,120341.18,0
5360,12609758,Customer_5359,747,France,Female,71,1,0.0,1,1,1,178083.25,1
5361,11987091,Customer_5360,670,Germany,Male,57,9,0.0,1,0,0,114287.52,1
5362,17921661,Customer_5361,760,France,Male,34,9,192989.02,2,1,1,140611.82,0
5363,13250512,Customer_5362,629,Germany,Female,22,6,3194.54,1,1,0,79591.2,1
5364,16699805,Customer_5363,720,Germany,Male,19,9,187490.84,2,1,1,66392.08,0
5365,16163533,Customer_5364,718,Germany,Male,75,1,0.0,1,1,1,73806.25,0
5366,15427736,Customer_5365,371,Spain,Male,29,6,174514.03,1,1,0,29531.56,0
5367,19171244,Customer_5366,427,Germany,Male,22,5,0.0,2,1,1,58334.37,0
5368,11693571,Customer_5367,650,France,Female,77,3,137997.83,1,0,1,83536.88,0
5369,18120385,Customer_5368,741,Spain,Male,58,3,0.0,2,0,1,74894.32,0
5370,17250781,Customer_5369,824,France,Male,37,5,61366.6,1,0,1,104161.94,0
5371,18022505,Customer_5370,544,France,Female,89,8,0.0,1,1,1,102770.76,0
5372,19156889,Customer_5371,669,France,Female,18,9,216172.5,1,1,1,149726.36,1
5373,14961874,Customer_5372,702,France,Female,73,5,152607.3,2,1,0,85191.09,0
5374,11131466,Customer_5373,720,Spain,Male,87,5,0.0,2,1,1,138672.53,0
5375,15856310,Customer_5374,780,France,Female,73,0,0.0,2,1,1,179219.05,1
5376,13771837,Customer_5375,370,Spain,Male,71,4,217408.32,1,1,0,96596.7,0
5377,10577116,Customer_5376,509,Germany,Female,28,0,149462.42,2,1,0,115151.4,0
5378,18941709,Customer_5377,581,France,Male,20,8,0.0,2,1,1,138663.76,0
5379,18484041,Customer_5378,710,Spain,Female,45,9,228349.07,1,1,1,103880.33,0
5380,17641945,Customer_5379,650,France,Female,22,3,29471.56,1,1,0,41007.71,0
5381,14944808,Customer_5380,393,France,Male,33,1,0.0,2,0,1,65779.37,1
5382,11162078,Customer_5381,646,Germany,Female,48,8,0.0,2,1,0,15355.46,1
5383,16529964,Customer_5382,701,France,Female,45,5,118102.0,2,0,0,139882.45,0
5384,13433393,Customer_5383,529,France,Female,24,9,41417.59,1,1,0,63119.43,1
5385,15285434,Customer_5384,821,Germany,Female,26,2,0.0,1,0,0,166486.29,0
5386,15924659,Customer_5385,744,Germany,Female,56,1,247096.84,1,1,1,134623.32,1
5387,19414947,Customer_5386,450,France,Male,60,5,0.0,3,1,0,149864.78,0
5388,19815753,Customer_5387,464,Spain,Male,44,9,177708.75,2,1,1,177668.09,0
5389,16593033,Customer_5388,562,Germany,Female,50,5,0.0,2,0,1,90883.16,0
5390,19434580,Customer_5389,367,Spain,Female,73,8,11051.68,1,1,0,45836.15,1
5391,10756794,Customer_5390,744,France,Male,19,4,68992.89,2,1,0,187747.36,0
5392,10848959,Customer_5391,376,Germany,Male,31,8,92239.89,1,0,1,199207.27,0
5393,17087986,Customer_5392,776,Spain,Female,30,4,2999.41,2,1,1,51413.8,0
5394,19458001,Customer_5393,707,Germany,Male,41,1,94240.39,2,0,0,150788.25,0
5395,18258691,Customer_5394,798,Germany,Female,86,0,23257.9,1,1,0,23731.63,1
5396,13270536,Customer_5395,787,France,Female,51,8,129352.33,1,1,0,15219.36,1
5397,16363803,Customer_5396,634,France,Female,36,9,1104.83,1,1,1,138274.47,0
5398,10098611,Customer_5397,498,France,Female,47,6,0.0,1,1,1,58480.27,0
5399,18291786,Customer_5398,634,France,Male,66,2,216570.85,2,0,1,174891.59,0
5400,10964393,Customer_5399,486,Spain,Male,60,5,0.0,1,1,1,107483.24,0
5401,14537851,Customer_5400,538,France,Male,33,9,16210.86,2,1,0,158588.63,0
5402,10360905,Customer_5401,539,Spain,Female,69,3,62432.7,2,1,1,29658.88,1
5403,12117658,Customer_5402,548,Spain,Male,66,8,0.0,2,0,1,176147.77,0
5404,12820251,Customer_5403,451,France,Female,28,1,0.0,2,1,1,46088.13,0
5405,12500734,Customer_5404,828,France,Female,64,3,146518.59,2,0,0,117962.49,0
5406,16714377,Customer_5405,440,Spain,Male,52,0,143.5,1,1,0,125841.18,0
5407,13029019,Customer_5406,839,Spain,Female,88,6,118037.8,1,0,0,22530.23,0
5408,18541954,Customer_5407,573,France,Female,46,3,66404.51,2,0,0,195736.94,1
5409,17571792,Customer_5408,354,France,Female,71,4,0.0,1,1,1,67425.79,0
5410,12058550,Customer_5409,702,Germany,Male,40,0,149671.66,2,1,1,145681.71,1
5411,19828635,Customer_5410,364,Germany,Female,41,1,218584.94,1,1,1,130013.0,0
5412,10705306,Customer_5411,790,France,Male,27,3,45414.23,2,0,1,16285.86,0
5413,12797641,Customer_5412,354,Germany,Female,78,1,192055.51,2,1,0,173848.32,1
5414,17562857,Customer_5413,753,France,Male,25,0,12225.54,2,1,1,67842.15,0
5415,17503210,Customer_5414,579,France,Female,65,9,0.0,2,0,1,57320.69,0
5416,15993361,Customer_5415,706,France,Male,46,0,0.0,1,1,0,21124.68,1
5417,11008961,Customer_5416,686,France,Male,43,5,228896.0,2,1,1,57562.98,0
5418,13371665,Customer_5417,463,France,Female,54,1,44499.48,1,1,0,127811.3,0
5419,16489189,Customer_5418,353,France,Female,69,2,144657.98,3,1,0,48165.04,0
5420,16048471,Customer_5419,533,France,Female,55,4,41195.79,2,1,1,98635.24,0
5421,15489963,Customer_5420,562,France,Female,23,2,118370.93,1,1,1,161943.24,0
5422,18698599,Customer_5421,596,France,Male,25,5,0.0,2,1,1,191485.53,0
5423,19119243,Customer_5422,383,Spain,Female,34,6,10339.3,1,1,1,143093.47,0
5424,18736720,Customer_5423,645,France,Male,79,9,0.0,1,1,0,47189.29,0
5425,10347297,Customer_5424,802,France,Female,51,5,0.0,2,1,1,82796.53,0
5426,15389336,Customer_5425,545,Germany,Male,36,1,0.0,2,1,1,115269.47,1
5427,10005817,Customer_5426,755,Spain,Male,87,8,153498.78,2,1,1,175567.49,1
5428,17025521,Customer_5427,476,France,Male,54,1,0.0,2,1,1,114067.42,1
5429,16895163,Customer_5428,491,Germany,Female,55,5,192306.79,1,1,0,103345.97,1
5430,18915451,Customer_5429,801,Germany,Female,32,8,173121.11,1,1,1,59344.68,0
5431,11914870,Customer_5430,485,Germany,Male,57,8,0.0,1,1,1,104924.39,0
5432,14452483,Customer_5431,477,France,Male,26,1,211047.04,1,1,0,70555.98,0
5433,15308568,Customer_5432,672,Germany,Male,70,8,44856.53,2,1,0,117247.48,0
5434,11541281,Customer_5433,523,France,Male,87,7,43527.43,2,0,1,163655.73,1
5435,16438052,Customer_5434,762,Germany,Male,83,6,0.0,2,0,0,189687.54,0
5436,15255933,Customer_5435,567,Germany,Female,69,7,0.0,1,1,1,163823.57,0
5437,11673718,Customer_5436,463,France,Male,18,9,30599.24,1,1,0,167377.01,0
5438,10666924,Customer_5437,724,Spain,Female,47,7,0.0,1,1,1,78018.53,1
5439,13833237,Customer_5438,699,France,Female,18,0,0.0,2,0,1,142145.62,0
5440,19165899,Customer_5439,361,Spain,Female,56,8,44202.19,1,0,1,83737.42,0
5441,18279234,Customer_5440,812,France,Male,33,5,0.0,1,0,1,14604.04,1
5442,12367491,Customer_5441,593,France,Male,34,0,71563.49,1,1,0,178063.19,0
5443,13414063,Customer_5442,401,France,Male,39,0,89015.22,2,0,0,19935.32,0
5444,15328287,Customer_5443,535,Spain,Male,48,6,178567.95,1,1,0,31950.08,0
5445,18118084,Customer_5444,582,France,Female,57,9,101366.4,1,1,1,13494.26,0
5446,14892601,Customer_5445,351,France,Female,44,1,189894.17,2,1,0,22778.83,0
5447,12211917,Customer_5446,350,France,Female,53,5,160100.78,2,1,0,21212.58,1
5448,19415442,Customer_5447,588,Germany,Male,21,4,90274.8,1,1,1,138688.28,0
5449,18832314,Customer_5448,404,Germany,Male,86,4,0.0,1,1,0,172164.76,0
5450,18297620,Customer_5449,844,France,Male,42,9,175905.68,1,1,1,161370.74,0
5451,17881354,Customer_5450,569,France,Male,47,5,133688.85,1,1,0,128994.18,0
5452,15450403,Customer_5451,453,France,Male,64,7,217085.04,1,0,1,159339.18,0
5453,14349736,Customer_5452,704,France,Male,29,4,233295.85,1,0,1,96747.31,0
5454,17320487,Customer_5453,767,France,Female,44,7,179426.83,1,1,1,182217.12,1
5455,15654538,Customer_5454,797,Germany,Female,62,4,0.0,2,1,1,97382.66,0
5456,19339319,Customer_5455,673,France,Male,80,9,0.0,1,0,0,15360.24,1
5457,11600463,Customer_5456,687,France,Female,72,5,0.0,1,1,1,143470.23,0
5458,14096471,Customer_5457,745,France,Female,47,7,0.0,1,1,1,167839.63,1
5459,12434071,Customer_5458,655,Spain,Female,31,1,57502.32,3,1,0,52670.12,1
5460,13815754,Customer_5459,626,Spain,Female,73,6,83428.3,2,1,0,70390.51,1
5461,16184747,Customer_5460,359,Spain,Male,36,2,122517.51,2,1,1,142042.83,0
5462,17052013,Customer_5461,690,France,Female,43,8,73762.7,2,0,1,119025.28,0
5463,19213015,Customer_5462,453,France,Male,88,9,77405.41,1,1,0,179094.22,0
5464,16236688,Customer_5463,694,France,Male,55,6,100504.08,3,1,0,100758.07,1
5465,15691881,Customer_5464,719,France,Female,86,2,71614.34,1,1,0,137766.03,0
5466,17600699,Customer_5465,814,Germany,Male,53,7,42375.25,1,1,0,61611.09,0
5467,12998905,Customer_5466,720,Spain,Female,35,9,0.0,1,1,1,186592.31,0
5468,16210920,Customer_5467,547,Spain,Male,74,1,98802.94,2,1,0,80261.55,0
5469,16860433,Customer_5468,363,Spain,Male,40,9,207939.33,1,0,0,112510.84,0
5470,15934296,Customer_5469,834,France,Female,31,7,220679.25,2,1,1,127131.65,0
5471,18476979,Customer_5470,517,Germany,Female,86,6,187740.87,1,0,0,58311.91,1
5472,16317759,Customer_5471,709,France,Male,39,4,0.0,1,1,0,70181.39,0
5473,13023142,Customer_5472,687,France,Female,45,3,0.0,1,1,1,105460.91,0
5474,15434184,Customer_5473,379,Germany,Male,60,9,0.0,2,0,0,61463.99,1
5475,15807524,Customer_5474,806,France,Female,35,9,165278.94,1,1,1,34729.05,0
5476,19489729,Customer_5475,363,France,Male,53,0,101508.02,2,0,1,168951.9,0
5477,13063570,Customer_5476,587,France,Male,24,3,0.0,2,1,0,71697.93,0
5478,14695233,Customer_5477,785,Germany,Male,40,5,0.0,2,1,1,89037.24,0
5479,17424727,Customer_5478,715,Spain,Male,51,5,140671.62,2,1,1,113961.61,0
5480,14877257,Customer_5479,750,France,Male,38,1,160619.65,3,1,1,170059.83,0
5481,13993521,Customer_5480,411,Spain,Female,87,8,53381.98,1,1,0,36660.81,0
5482,13567244,Customer_5481,831,France,Male,64,0,0.0,1,1,1,128931.25,0
5483,10519524,Customer_5482,459,France,Female,70,3,115118.57,1,0,1,76704.76,0
5484,14076174,Customer_5483,755,Germany,Female,58,3,107013.21,2,0,0,175213.51,1
5485,14301236,Customer_5484,658,Germany,Male,49,1,102578.94,1,1,0,135626.27,1
5486,15857255,Customer_5485,509,Spain,Male,31,7,77731.01,2,0,0,37586.35,0
5487,10461830,Customer_5486,681,France,Female,34,1,76333.67,1,1,0,66418.07,0
5488,16850385,Customer_5487,404,Germany,Male,42,1,174926.61,1,1,0,16870.46,0
5489,12357467,Customer_5488,598,Germany,Male,81,1,0.0,2,1,0,156406.69,0
5490,15482960,Customer_5489,813,Spain,Female,90,0,7488.03,2,1,1,88429.92,0
5491,10130616,Customer_5490,605,France,Female,65,4,12131.31,2,0,0,19247.98,0
5492,19532182,Customer_5491,371,Spain,Female,52,3,142529.75,1,1,1,12556.72,0
5493,17040340,Customer_5492,771,Germany,Female,54,1,0.0,2,1,0,191553.9,1
5494,12912597,Customer_5493,783,France,Female,72,0,10994.45,2,0,0,171943.9,1
5495,14504611,Customer_5494,452,France,Female,34,0,126801.73,2,0,0,73544.09,0
5496,19058502,Customer_5495,799,France,Male,45,1,0.0,1,1,1,108151.4,0
5497,19319991,Customer_5496,650,Germany,Female,18,0,1111.99,2,1,1,119422.13,1
5498,17714896,Customer_5497,724,Spain,Female,70,8,68948.48,1,1,1,107905.15,0
5499,16582901,Customer_5498,613,Germany,Male,90,1,0.0,3,1,0,68520.02,1
5500,12283146,Customer_5499,585,Germany,Male,72,2,20367.41,1,0,1,84208.63,1
5501,17303524,Customer_5500,670,Germany,Male,78,8,151749.12,2,1,0,44422.06,1
5502,17333416,Customer_5501,582,France,Male,30,4,126845.42,2,1,0,16310.8,0
5503,12449711,Customer_5502,517,France,Male,64,7,37919.84,1,0,1,39397.39,0
5504,13515399,Customer_5503,582,France,Male,81,6,10621.75,2,1,1,12481.14,0
5505,10840100,Customer_5504,354,France,Female,49,5,125646.78,2,0,0,92282.93,0
5506,17931848,Customer_5505,394,France,Male,45,1,0.0,2,1,0,135569.64,0
5507,11976013,Customer_5506,395,Germany,Male,70,3,44310.69,1,1,0,44377.98,0
5508,15515567,Customer_5507,513,France,Male,48,8,172829.96,2,0,0,111444.02,0
5509,10196621,Customer_5508,750,France,Male,25,6,136595.83,2,0,1,71744.11,0
5510,12182176,Customer_5509,518,France,Female,89,2,89461.61,1,1,1,32798.75,0
5511,15335154,Customer_5510,763,France,Male,91,5,166107.62,2,1,1,34241.81,0
5512,17547001,Customer_5511,785,Spain,Male,42,7,0.0,2,1,1,127441.87,0
5513,12881449,Customer_5512,684,Spain,Female,50,7,114232.83,2,1,0,32364.49,0
5514,17275977,Customer_5513,753,Germany,Female,85,7,137326.25,1,0,1,115119.46,0
5515,19745431,Customer_5514,513,France,Female,24,7,114673.89,2,1,0,46218.24,0
5516,15268287,Customer_5515,605,Spain,Male,83,9,99375.34,1,1,1,174565.1,0
5517,14412791,Customer_5516,415,Spain,Female,63,5,0.0,2,1,1,19496.19,0
5518,15014253,Customer_5517,778,Spain,Female,22,9,164025.24,2,1,1,83546.47,0
5519,14083607,Customer_5518,609,France,Female,34,2,159865.52,1,1,0,154686.89,0
5520,18752559,Customer_5519,783,Germany,Male,69,8,222950.16,1,1,0,152339.11,1
5521,16098095,Customer_5520,437,Spain,Male,29,2,0.0,1,1,1,37507.91,0
5522,15876981,Customer_5521,589,Germany,Female,79,3,141801.13,1,1,1,47377.76,0
5523,17211138,Customer_5522,660,Germany,Male,52,9,87066.97,1,1,0,113802.2,1
5524,15460361,Customer_5523,408,France,Male,79,0,194718.84,2,1,1,140008.25,0
5525,16447065,Customer_5524,519,Germany,Male,38,1,35524.77,2,1,0,152933.91,0
5526,18339556,Customer_5525,607,France,Male,83,5,128227.29,2,1,1,127904.2,1
5527,18886735,Customer_5526,395,Germany,Male,70,0,0.0,1,0,1,158792.23,0
5528,14495081,Customer_5527,351,France,Female,38,8,245866.97,1,1,0,93577.09,0
5529,11984131,Customer_5528,783,France,Female,32,7,247751.7,1,1,0,116515.63,0
5530,17921841,Customer_5529,478,France,Female,91,1,199803.53,2,1,1,92314.12,0
5531,12522943,Customer_5530,618,Germany,Female,40,1,0.0,2,0,0,154579.7,1
5532,16312995,Customer_5531,675,France,Male,48,7,136806.45,2,1,1,43214.18,0
5533,11050107,Customer_5532,627,Germany,Female,71,7,79935.41,1,1,0,57957.57,1
5534,11237793,Customer_5533,366,Spain,Female,72,0,0.0,1,1,1,168998.32,1
5535,12862537,Customer_5534,536,France,Male,43,4,0.0,2,1,0,145734.58,0
5536,18474618,Customer_5535,846,France,Male,70,1,192856.32,1,1,0,149682.4,1
5537,10466860,Customer_5536,691,France,Male,83,0,34669.08,1,1,0,28834.03,0
5538,18427536,Customer_5537,840,Spain,Male,56,2,99658.49,1,0,1,102037.12,0
5539,16128071,Customer_5538,675,Germany,Female,24,2,134337.92,2,0,0,117224.52,1
5540,18960990,Customer_5539,465,France,Male,56,9,31164.49,4,0,1,158184.88,0
5541,19695331,Customer_5540,608,France,Male,49,8,92155.76,1,1,0,90224.02,0
5542,10367770,Customer_5541,715,Germany,Male,43,9,0.0,1,0,0,112734.83,1
5543,19013485,Customer_5542,598,Spain,Male,46,0,0.0,2,1,1,55283.43,0
5544,15489933,Customer_5543,547,Spain,Male,42,1,187815.83,2,1,0,168103.29,0
5545,18428377,Customer_5544,686,Germany,Male,73,8,155187.03,2,1,1,183639.24,0
5546,18042078,Customer_5545,576,France,Female,48,4,51214.11,2,1,0,98190.72,1
5547,16500715,Customer_5546,526,France,Female,83,8,83531.86,2,1,0,93077.48,1
5548,11947393,Customer_5547,592,France,Female,19,5,36121.23,1,1,0,72370.28,0
5549,10253036,Customer_5548,783,France,Male,64,9,0.0,2,1,0,60696.82,0
5550,19793784,Customer_5549,706,France,Male,46,9,205129.0,2,1,0,115141.64,0
5551,13672085,Customer_5550,844,France,Female,66,2,4759.13,2,0,0,42066.16,0
5552,10256821,Customer_5551,384,France,Female,90,7,25827.17,2,1,0,121970.4,1
5553,12691826,Customer_5552,756,Spain,Female,49,8,57337.44,1,1,1,116650.43,0
5554,11146453,Customer_5553,805,Germany,Female,47,1,178516.69,2,1,0,141872.51,0
5555,13398142,Customer_5554,484,Spain,Male,32,8,223494.96,2,0,1,52891.43,1
5556,19458550,Customer_5555,655,Germany,Female,79,3,188253.08,2,0,0,143372.22,1
5557,19768192,Customer_5556,359,France,Male,34,7,131236.89,2,0,1,13215.51,0
5558,13046341,Customer_5557,823,Germany,Male,39,4,26278.09,1,1,1,111541.26,1
5559,17075263,Customer_5558,532,France,Male,47,5,188728.59,2,1,0,170373.67,0
5560,18026295,Customer_5559,551,Germany,Female,33,3,0.0,1,1,1,148282.88,0
5561,17050872,Customer_5560,368,France,Female,69,4,86922.46,1,1,0,171658.14,1
5562,13135897,Customer_5561,372,Spain,Female,25,0,76997.88,2,0,0,38185.79,0
5563,12795910,Customer_5562,444,France,Male,81,2,0.0,1,1,1,146589.75,1
5564,10201340,Customer_5563,413,France,Male,56,3,82382.26,2,1,0,99124.46,0
5565,12646303,Customer_5564,766,Spain,Female,48,0,192294.93,3,1,1,71401.63,0
5566,17253378,Customer_5565,799,France,Male,29,2,42930.93,1,1,1,77594.97,0
5567,12996372,Customer_5566,569,Germany,Female,50,3,211461.51,1,1,1,29368.94,0
5568,19031070,Customer_5567,445,Germany,Male,75,8,0.0,2,1,1,142420.99,1
5569,12911959,Customer_5568,702,Spain,Male,29,2,122731.46,1,1,1,130060.3,0
5570,17585402,Customer_5569,614,Spain,Male,42,2,0.0,2,1,1,38998.03,0
5571,17069254,Customer_5570,730,Spain,Male,55,3,143851.81,1,0,1,113402.39,1
5572,18424049,Customer_5571,506,France,Male,65,8,205232.84,2,1,1,34637.33,0
5573,12869110,Customer_5572,556,Spain,Male,72,8,72368.38,1,1,1,69535.83,0
5574,11494343,Customer_5573,623,Germany,Male,20,0,209436.86,2,1,1,18383.27,0
5575,14106693,Customer_5574,687,Germany,Female,86,7,169229.71,2,1,1,128003.51,0
5576,15616979,Customer_5575,595,France,Male,52,9,246811.61,2,0,1,12362.96,0
5577,19873211,Customer_5576,548,Germany,Male,68,0,0.0,2,1,0,59539.62,0
5578,13289153,Customer_5577,811,Spain,Female,44,1,0.0,1,1,0,60672.31,0
5579,18647906,Customer_5578,634,Spain,Female,54,9,0.0,1,0,1,152187.58,0
5580,11741934,Customer_5579,847,France,Female,33,4,25877.12,1,1,0,95619.53,0
5581,12233959,Customer_5580,721,France,Female,42,5,17417.64,2,1,1,118910.7,0
5582,13666760,Customer_5581,432,France,Male,50,1,176513.56,2,0,1,57327.65,0
5583,14243480,Customer_5582,666,Spain,Male,79,9,228232.95,2,1,0,114049.28,1
5584,17593926,Customer_5583,482,Germany,Female,34,4,243393.88,2,0,0,38348.59,1
5585,18641442,Customer_5584,454,France,Male,60,2,67616.59,2,1,1,198548.82,1
5586,13089167,Customer_5585,719,France,Female,47,6,50442.84,2,1,0,108224.96,0
5587,17350867,Customer_5586,586,France,Male,58,0,0.0,2,1,1,177082.2,0
5588,18179270,Customer_5587,418,France,Male,21,4,50215.02,3,0,0,30081.46,1
5589,11211665,Customer_5588,533,Spain,Male,83,2,0.0,1,0,1,122179.9,0
5590,15973650,Customer_5589,467,Germany,Male,77,1,209306.58,1,0,0,137499.45,1
5591,12567516,Customer_5590,529,France,Male,26,2,202615.71,2,0,0,159901.18,0
5592,18313526,Customer_5591,620,Germany,Female,48,9,223768.32,2,0,0,102324.28,0
5593,18014941,Customer_5592,439,France,Male,86,3,120560.88,1,0,1,16855.42,1
5594,15241539,Customer_5593,437,Spain,Male,41,1,141021.43,3,1,0,59625.86,0
5595,16323975,Customer_5594,432,France,Male,41,1,192647.38,2,1,0,63316.35,0
5596,13047122,Customer_5595,369,France,Male,62,2,59816.38,1,0,0,70502.85,0
5597,15679517,Customer_5596,456,France,Male,54,1,0.0,2,0,0,27518.36,0
5598,12617753,Customer_5597,678,Germany,Female,75,5,4389.37,2,0,0,10120.44,0
5599,13569992,Customer_5598,697,Germany,Male,40,1,199414.97,1,1,0,108740.91,0
5600,18835901,Customer_5599,621,Germany,Female,52,0,193976.99,2,0,1,149988.65,0
5601,19244123,Customer_5600,680,France,Male,80,7,0.0,3,0,0,53719.82,1
5602,13141830,Customer_5601,447,France,Male,23,9,0.0,2,1,0,141823.0,0
5603,17203744,Customer_5602,758,France,Female,23,3,53498.4,2,1,0,148913.04,0
5604,18418545,Customer_5603,581,Germany,Male,47,1,0.0,1,1,0,88135.66,1
5605,10286599,Customer_5604,724,France,Male,18,3,175146.69,2,0,1,109759.04,0
5606,14289906,Customer_5605,406,Germany,Female,80,1,178674.72,1,1,0,69659.57,0
5607,18671393,Customer_5606,498,Spain,Male,25,4,245733.78,1,1,0,81292.52,0
5608,16576540,Customer_5607,738,Spain,Female,45,6,0.0,2,1,1,121930.03,0
5609,10203797,Customer_5608,808,France,Female,50,5,120199.66,2,1,0,78764.64,0
5610,14958265,Customer_5609,584,France,Female,70,1,220026.14,2,1,0,105206.84,1
5611,18387956,Customer_5610,486,France,Male,55,3,140378.15,2,0,1,151315.51,0
5612,12817074,Customer_5611,616,Germany,Male,69,7,219097.26,2,1,1,193274.57,0
5613,14820761,Customer_5612,578,Spain,Female,28,6,108514.69,1,0,0,179301.02,0
5614,15324421,Customer_5613,710,France,Male,19,6,198837.86,2,1,1,183754.7,0
5615,14640279,Customer_5614,670,France,Female,70,3,217512.32,1,1,0,183131.32,0
5616,14151875,Customer_5615,796,Spain,Male,85,0,0.0,2,1,0,55891.02,0
5617,10415021,Customer_5616,631,Spain,Female,24,6,0.0,1,1,1,189818.0,1
5618,18581062,Customer_5617,551,France,Male,84,5,54888.67,4,1,1,52249.25,0
5619,18451462,Customer_5618,581,Germany,Female,26,7,0.0,1,1,1,174200.9,1
5620,13017027,Customer_5619,368,France,Male,80,4,43642.97,1,1,1,120406.0,0
5621,12214047,Customer_5620,365,France,Female,28,7,45135.29,1,1,0,169351.79,1
5622,14749877,Customer_5621,842,Spain,Male,54,9,121956.83,1,1,1,196622.94,0
5623,11482634,Customer_5622,405,Spain,Female,31,7,240021.94,1,0,0,176383.53,1
5624,17830262,Customer_5623,706,Spain,Male,36,8,147977.83,1,0,1,165135.71,0
5625,12080964,Customer_5624,463,France,Male,25,0,0.0,2,0,1,49235.96,0
5626,11025994,Customer_5625,838,Spain,Female,24,2,234296.0,3,1,1,173382.26,0
5627,14502906,Customer_5626,417,France,Male,76,5,0.0,2,1,0,41493.87,0
5628,12227159,Customer_5627,427,France,Male,80,3,40516.0,1,1,0,107416.43,0
5629,14396066,Customer_5628,379,Germany,Male,24,7,0.0,1,0,0,105445.56,1
5630,15939118,Customer_5629,356,France,Male,72,9,154194.27,1,1,0,108560.82,0
5631,17755055,Customer_5630,745,Spain,Female,20,0,0.0,1,0,0,147397.76,1
5632,13069796,Customer_5631,501,Germany,Male,84,4,196663.63,2,1,1,85246.39,1
5633,16362247,Customer_5632,836,France,Male,35,3,15947.18,2,1,1,96762.69,0
5634,13815839,Customer_5633,712,France,Female,62,0,0.0,2,1,1,135213.95,0
5635,15477890,Customer_5634,371,France,Male,53,9,95426.97,3,0,1,139650.26,0
5636,19302555,Customer_5635,780,France,Female,33,5,139429.96,1,1,0,93131.12,0
5637,10576890,Customer_5636,379,Germany,Male,46,9,220376.17,2,1,0,19907.34,1
5638,12493793,Customer_5637,793,Spain,Female,76,2,240932.44,1,1,0,59226.4,1
5639,18495587,Customer_5638,516,France,Male,35,4,221160.53,1,1,1,189362.9,0
5640,16245193,Customer_5639,497,France,Female,66,5,0.0,2,1,0,186207.84,0
5641,10331057,Customer_5640,759,Germany,Female,63,3,0.0,2,1,0,133433.24,1
5642,18469913,Customer_5641,398,Spain,Female,46,9,110428.64,1,0,1,45195.05,1
5643,10220108,Customer_5642,674,France,Male,87,9,31448.05,1,1,0,28184.69,0
5644,12355911,Customer_5643,837,France,Female,67,5,138778.09,1,1,1,190409.95,0
5645,18373503,Customer_5644,647,Germany,Male,72,6,89164.58,1,1,0,175901.88,0
5646,14490153,Customer_5645,611,France,Female,44,1,86446.96,2,1,1,85606.29,0
5647,13690880,Customer_5646,530,France,Female,24,6,23611.28,1,1,1,129624.44,0
5648,15897262,Customer_5647,639,Germany,Female,58,6,0.0,1,0,0,183688.87,0
5649,13649724,Customer_5648,471,Germany,Male,28,1,0.0,2,1,1,36249.26,0
5650,12411162,Customer_5649,473,Germany,Male,22,2,70083.55,2,0,1,130889.88,0
5651,13844927,Customer_5650,802,Germany,Female,83,2,0.0,2,1,1,184702.24,0
5652,13061456,Customer_5651,615,Germany,Female,73,0,237021.8,1,0,1,168939.57,1
5653,11494449,Customer_5652,377,France,Female,29,0,202593.71,1,0,0,64554.28,0
5654,17370929,Customer_5653,608,France,Female,59,9,164828.79,2,0,0,190888.96,1
5655,18494155,Customer_5654,426,France,Female,27,5,0.0,1,1,1,48600.99,0
5656,12128554,Customer_5655,781,France,Female,45,8,108586.63,2,1,1,49628.95,1
5657,18811628,Customer_5656,716,Germany,Female,24,8,113752.81,3,0,1,28355.51,1
5658,17283535,Customer_5657,543,Spain,Female,31,0,237190.66,1,0,0,32442.5,0
5659,15961090,Customer_5658,731,Spain,Male,86,6,190033.65,2,1,0,154714.12,1
5660,16192574,Customer_5659,384,Germany,Female,78,5,0.0,1,1,1,62414.0,0
5661,15552395,Customer_5660,785,France,Male,68,3,156160.15,2,1,0,175134.68,1
5662,13804680,Customer_5661,463,France,Female,59,2,148475.13,1,0,0,172944.99,1
5663,17723636,Customer_5662,411,Spain,Male,25,8,203031.75,1,1,0,32131.49,0
5664,17855540,Customer_5663,401,Germany,Male,67,9,0.0,1,1,0,111146.57,0
5665,15087277,Customer_5664,465,Germany,Female,18,4,175317.9,2,1,1,150497.33,1
